step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_total,dxB,deta,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
376,3.7600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7831556563e+03,4.7948503197e-01,4.7730313075e-01,2.5851053457e-02,-3.6292128617e+00,4.6157758320e-01,1.8686923551e+00,-2.7831556563e+03,4.0178668305e-02,-2.7831154776e+03,-1.0539502963e-05,1.3050754999e-04,-1.0937432325e+00,-1.0710931323e+00,2.2650100275e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
377,3.7700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7829473472e+03,4.7961553952e-01,4.7728048874e-01,2.5840513954e-02,-3.6296314650e+00,4.6182146688e-01,1.8687722864e+00,-2.7829473472e+03,3.9923922434e-02,-2.7829074233e+03,-1.0527752244e-05,1.3049935251e-04,-1.0935159936e+00,-1.0708433914e+00,2.2672602177e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
378,3.7800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7827375318e+03,4.7974603888e-01,4.7725794318e-01,2.5829986202e-02,-3.6300497676e+00,4.6206534564e-01,1.8688517044e+00,-2.7827375318e+03,3.9669176220e-02,-2.7826978627e+03,-1.0517211822e-05,1.3049108314e-04,-1.0932889096e+00,-1.0705939017e+00,2.2695007952e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
379,3.7900000000e-02,1.0000000000e-04,466040,50,54,56,-2.7825261533e+03,4.7987652996e-01,4.7723549365e-01,2.5819468990e-02,-3.6304678172e+00,4.6230921928e-01,1.8689306089e+00,-2.7825261533e+03,3.9414429909e-02,-2.7824867388e+03,-1.0507747333e-05,1.3048284978e-04,-1.0930619559e+00,-1.0703446379e+00,2.2717318007e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
380,3.8000000000e-02,1.0000000000e-04,466040,50,54,56,-2.7823131614e+03,4.8000701281e-01,4.7721313976e-01,2.5808961243e-02,-3.6308856561e+00,4.6255308779e-01,1.8690090002e+00,-2.7823131614e+03,3.9159683539e-02,-2.7822740017e+03,-1.0499213272e-05,1.3047466787e-04,-1.0928351103e+00,-1.0700955775e+00,2.2739532750e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
381,3.8100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7820985136e+03,4.8013748748e-01,4.7719088109e-01,2.5798462030e-02,-3.6313033212e+00,4.6279695121e-01,1.8690868783e+00,-2.7820985136e+03,3.8904937118e-02,-2.7820596086e+03,-1.0491455755e-05,1.3046640788e-04,-1.0926083536e+00,-1.0698467010e+00,2.2761652594e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
382,3.8200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7818821748e+03,4.8026795389e-01,4.7716871723e-01,2.5787970574e-02,-3.6317208429e+00,4.6304080931e-01,1.8691642432e+00,-2.7818821748e+03,3.8650190905e-02,-2.7818435246e+03,-1.0484315620e-05,1.3045810557e-04,-1.0923816698e+00,-1.0695979918e+00,2.2783677951e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
383,3.8300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7816641184e+03,4.8039841199e-01,4.7714664776e-01,2.5777486258e-02,-3.6321382458e+00,4.6328466195e-01,1.8692410950e+00,-2.7816641184e+03,3.8395445091e-02,-2.7816257230e+03,-1.0477631036e-05,1.3044972502e-04,-1.0921550462e+00,-1.0693494369e+00,2.2805609239e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
384,3.8400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7814443259e+03,4.8052886172e-01,4.7712467226e-01,2.5767008627e-02,-3.6325555476e+00,4.6352850892e-01,1.8693174337e+00,-2.7814443259e+03,3.8140699935e-02,-2.7814061852e+03,-1.0471240122e-05,1.3044120359e-04,-1.0919284733e+00,-1.0691010265e+00,2.2827446875e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
385,3.8500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7812227870e+03,4.8065930292e-01,4.7710279033e-01,2.5756537387e-02,-3.6329727600e+00,4.6377234989e-01,1.8693932592e+00,-2.7812227870e+03,3.7885955821e-02,-2.7811849010e+03,-1.0464983406e-05,1.3043261373e-04,-1.0917019452e+00,-1.0688527540e+00,2.2849191274e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
386,3.8600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7809994998e+03,4.8078973553e-01,4.7708100154e-01,2.5746072404e-02,-3.6333898881e+00,4.6401618466e-01,1.8694685717e+00,-2.7809994998e+03,3.7631212991e-02,-2.7809618686e+03,-1.0458705995e-05,1.3042396834e-04,-1.0914754591e+00,-1.0686046163e+00,2.2870842853e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
387,3.8700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7807744703e+03,4.8092015950e-01,4.7705930547e-01,2.5735613698e-02,-3.6338069310e+00,4.6426001305e-01,1.8695433711e+00,-2.7807744703e+03,3.7376471658e-02,-2.7807370939e+03,-1.0452259619e-05,1.3041524106e-04,-1.0912490155e+00,-1.0683566134e+00,2.2892402029e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
388,3.8800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7805477124e+03,4.8105057474e-01,4.7703770173e-01,2.5725161438e-02,-3.6342238817e+00,4.6450383485e-01,1.8696176574e+00,-2.7805477124e+03,3.7121732093e-02,-2.7805105907e+03,-1.0445504461e-05,1.3040643752e-04,-1.0910226178e+00,-1.0681087486e+00,2.2913869213e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
389,3.8900000000e-02,1.0000000000e-04,520566,56,46,54,-2.7803192470e+03,4.8118098118e-01,4.7701618988e-01,2.5714715934e-02,-3.6346407278e+00,4.6474764984e-01,1.8696914307e+00,-2.7803192470e+03,3.6866994549e-02,-2.7802823800e+03,-1.0438310689e-05,1.3039754608e-04,-1.0907962727e+00,-1.0678610278e+00,2.2935244817e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
390,3.9000000000e-02,1.0000000000e-04,466040,50,54,56,-2.7800891020e+03,4.8131137873e-01,4.7699476954e-01,2.5704277623e-02,-3.6350574514e+00,4.6499145780e-01,1.8697646911e+00,-2.7800891020e+03,3.6612259308e-02,-2.7800524897e+03,-1.0430559885e-05,1.3038866261e-04,-1.0905699892e+00,-1.0676134600e+00,2.2956529247e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
391,3.9100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7798573112e+03,4.8144176739e-01,4.7697344030e-01,2.5693847063e-02,-3.6354740303e+00,4.6523525867e-01,1.8698374385e+00,-2.7798573112e+03,3.6357526461e-02,-2.7798209537e+03,-1.0422146044e-05,1.3037985764e-04,-1.0903437792e+00,-1.0673660563e+00,2.2977722908e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
392,3.9200000000e-02,1.0000000000e-04,502520,54,50,56,-2.7796239144e+03,4.8157214725e-01,4.7695220175e-01,2.5683424917e-02,-3.6358904376e+00,4.6547905252e-01,1.8699096732e+00,-2.7796239144e+03,3.6102795961e-02,-2.7795878116e+03,-1.0412976295e-05,1.3037097094e-04,-1.0901176565e+00,-1.0671188303e+00,2.2998826198e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
393,3.9300000000e-02,1.0000000000e-04,502520,54,50,56,-2.7793889560e+03,4.8170251822e-01,4.7693105350e-01,2.5673011941e-02,-3.6363066429e+00,4.6572283914e-01,1.8699813951e+00,-2.7793889560e+03,3.5848068077e-02,-2.7793531080e+03,-1.0402971894e-05,1.3036200071e-04,-1.0898916370e+00,-1.0668717975e+00,2.3019839511e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
394,3.9400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7791524846e+03,4.8183288022e-01,4.7690999518e-01,2.5662608969e-02,-3.6367226125e+00,4.6596661830e-01,1.8700526043e+00,-2.7791524846e+03,3.5593343078e-02,-2.7791168912e+03,-1.0392068516e-05,1.3035295351e-04,-1.0896657384e+00,-1.0666249752e+00,2.3040763236e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
395,3.9500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7789145521e+03,4.8196323317e-01,4.7688902638e-01,2.5652216900e-02,-3.6371383100e+00,4.6621038980e-01,1.8701233007e+00,-2.7789145521e+03,3.5338621222e-02,-2.7788792134e+03,-1.0380216443e-05,1.3034381706e-04,-1.0894399796e+00,-1.0663783819e+00,2.3061597755e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
396,3.9600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7786752131e+03,4.8209357699e-01,4.7686814674e-01,2.5641836684e-02,-3.6375536972e+00,4.6645415339e-01,1.8701934845e+00,-2.7786752131e+03,3.5083902791e-02,-2.7786401292e+03,-1.0367380612e-05,1.3033461295e-04,-1.0892143807e+00,-1.0661320372e+00,2.3082343447e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
397,3.9700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7784345243e+03,4.8222391160e-01,4.7684735589e-01,2.5631469303e-02,-3.6379687341e+00,4.6669790887e-01,1.8702631557e+00,-2.7784345243e+03,3.4829188025e-02,-2.7783996951e+03,-1.0353540387e-05,1.3032526111e-04,-1.0889889625e+00,-1.0658859618e+00,2.3103000682e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
398,3.9800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7781925433e+03,4.8235423686e-01,4.7682665346e-01,2.5621115763e-02,-3.6383833802e+00,4.6694165592e-01,1.8703323142e+00,-2.7781925433e+03,3.4574477319e-02,-2.7781579688e+03,-1.0338689184e-05,1.3031553924e-04,-1.0887637463e+00,-1.0656401765e+00,2.3123569825e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
399,3.9900000000e-02,1.0000000000e-04,502520,54,50,56,-2.7779493281e+03,4.8248455240e-01,4.7680603909e-01,2.5610777074e-02,-3.6387975943e+00,4.6718539376e-01,1.8704009601e+00,-2.7779493281e+03,3.4319771504e-02,-2.7779150083e+03,-1.0322834449e-05,1.3030563458e-04,-1.0885387537e+00,-1.0653947024e+00,2.3144051234e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
400,4.0000000000e-02,1.0000000000e-04,502136,54,46,56,-2.7777049363e+03,4.8261485804e-01,4.7678551244e-01,2.5600454239e-02,-3.6392113357e+00,4.6742912199e-01,1.8704690931e+00,-2.7777049363e+03,3.4065071044e-02,-2.7776708712e+03,-1.0305996573e-05,1.3029556727e-04,-1.0883140060e+00,-1.0651495607e+00,2.3164445260e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
401,4.0100000000e-02,1.0000000000e-04,502520,54,50,56,-2.7774594249e+03,4.8274515360e-01,4.7676507315e-01,2.5590148243e-02,-3.6396245643e+00,4.6767284023e-01,1.8705367134e+00,-2.7774594249e+03,3.3810376366e-02,-2.7774256145e+03,-1.0288208297e-05,1.3028542405e-04,-1.0880895242e+00,-1.0649047719e+00,2.3184752250e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
402,4.0200000000e-02,1.0000000000e-04,502520,54,50,56,-2.7772128489e+03,4.8287543903e-01,4.7674472089e-01,2.5579860034e-02,-3.6400372414e+00,4.6791654828e-01,1.8706038211e+00,-2.7772128489e+03,3.3555687724e-02,-2.7771792933e+03,-1.0269513829e-05,1.3027522298e-04,-1.0878653287e+00,-1.0646603562e+00,2.3204972541e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
403,4.0300000000e-02,1.0000000000e-04,502520,54,50,56,-2.7769652616e+03,4.8300571425e-01,4.7672445534e-01,2.5569590521e-02,-3.6404493298e+00,4.6816024595e-01,1.8706704160e+00,-2.7769652616e+03,3.3301005339e-02,-2.7769319605e+03,-1.0249967916e-05,1.3026503126e-04,-1.0876414391e+00,-1.0644163326e+00,2.3225106467e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
404,4.0400000000e-02,1.0000000000e-04,520950,56,50,54,-2.7767167129e+03,4.8313597928e-01,4.7670427615e-01,2.5559340553e-02,-3.6408607946e+00,4.6840393320e-01,1.8707364985e+00,-2.7767167129e+03,3.3046329301e-02,-2.7766836666e+03,-1.0229635140e-05,1.3025488529e-04,-1.0874178736e+00,-1.0641727192e+00,2.3245154356e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
405,4.0500000000e-02,1.0000000000e-04,502520,54,50,56,-2.7764672501e+03,4.8326623417e-01,4.7668418301e-01,2.5549110918e-02,-3.6412716034e+00,4.6864761005e-01,1.8708020685e+00,-2.7764672501e+03,3.2791659626e-02,-2.7764344584e+03,-1.0208588685e-05,1.3024475361e-04,-1.0871946493e+00,-1.0639295328e+00,2.3265116528e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
406,4.0600000000e-02,1.0000000000e-04,502520,54,50,56,-2.7762169160e+03,4.8339647892e-01,4.7666417561e-01,2.5538902329e-02,-3.6416817267e+00,4.6889127644e-01,1.8708671262e+00,-2.7762169160e+03,3.2536996395e-02,-2.7761843790e+03,-1.0186909348e-05,1.3023462582e-04,-1.0869717819e+00,-1.0636867886e+00,2.3284993299e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
407,4.0700000000e-02,1.0000000000e-04,502520,54,50,56,-2.7759657497e+03,4.8352671355e-01,4.7664425363e-01,2.5528715420e-02,-3.6420911382e+00,4.6913493233e-01,1.8709316717e+00,-2.7759657497e+03,3.2282339706e-02,-2.7759334674e+03,-1.0164684522e-05,1.3022456128e-04,-1.0867492851e+00,-1.0634445001e+00,2.3304784981e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
408,4.0800000000e-02,1.0000000000e-04,502520,54,50,56,-2.7757137857e+03,4.8365693811e-01,4.7662441677e-01,2.5518550735e-02,-3.6424998151e+00,4.6937857776e-01,1.8709957051e+00,-2.7757137857e+03,3.2027689543e-02,-2.7756817580e+03,-1.0142006989e-05,1.3021438049e-04,-1.0865271711e+00,-1.0632026792e+00,2.3324491880e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
409,4.0900000000e-02,1.0000000000e-04,502520,54,50,56,-2.7754610532e+03,4.8378715249e-01,4.7660466473e-01,2.5508408728e-02,-3.6429077383e+00,4.6962221245e-01,1.8710592264e+00,-2.7754610532e+03,3.1773046241e-02,-2.7754292802e+03,-1.0118974038e-05,1.3020389660e-04,-1.0863054500e+00,-1.0629613357e+00,2.3344114299e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
410,4.1000000000e-02,1.0000000000e-04,502520,54,50,56,-2.7752075765e+03,4.8391735639e-01,4.7658499721e-01,2.5498289754e-02,-3.6433148925e+00,4.6986583576e-01,1.8711222356e+00,-2.7752075765e+03,3.1518410499e-02,-2.7751760581e+03,-1.0095686671e-05,1.3019350093e-04,-1.0860841300e+00,-1.0627204774e+00,2.3363652536e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
411,4.1100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7749533748e+03,4.8404754989e-01,4.7656541391e-01,2.5488194067e-02,-3.6437212665e+00,4.7010944779e-01,1.8711847328e+00,-2.7749533748e+03,3.1263782252e-02,-2.7749221111e+03,-1.0072248173e-05,1.3018313916e-04,-1.0858632170e+00,-1.0624801101e+00,2.3383106887e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
412,4.1200000000e-02,1.0000000000e-04,502520,54,50,56,-2.7746984618e+03,4.8417773303e-01,4.7654591454e-01,2.5478121819e-02,-3.6441268533e+00,4.7035304853e-01,1.8712467182e+00,-2.7746984618e+03,3.1009161540e-02,-2.7746674526e+03,-1.0048763372e-05,1.3017278097e-04,-1.0856427148e+00,-1.0622402372e+00,2.3402477644e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
413,4.1300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7744428455e+03,4.8430790581e-01,4.7652649881e-01,2.5468073056e-02,-3.6445316501e+00,4.7059663793e-01,1.8713081917e+00,-2.7744428455e+03,3.0754548464e-02,-2.7744120910e+03,-1.0025337754e-05,1.3016238244e-04,-1.0854226252e+00,-1.0620008601e+00,2.3421765097e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
414,4.1400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7741865285e+03,4.8443806819e-01,4.7650716644e-01,2.5458047718e-02,-3.6449356583e+00,4.7084021583e-01,1.8713691536e+00,-2.7741865285e+03,3.0499943208e-02,-2.7741560286e+03,-1.0002076686e-05,1.3015196439e-04,-1.0852029474e+00,-1.0617619779e+00,2.3440969536e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
415,4.1500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7739295077e+03,4.8456822015e-01,4.7648791714e-01,2.5448045641e-02,-3.6453388834e+00,4.7108378214e-01,1.8714296039e+00,-2.7739295077e+03,3.0245345919e-02,-2.7738992623e+03,-9.9790845619e-06,1.3014153495e-04,-1.0849836787e+00,-1.0615235874e+00,2.3460091248e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
416,4.1600000000e-02,1.0000000000e-04,502520,54,50,56,-2.7736717745e+03,4.8469836169e-01,4.7646875061e-01,2.5438066557e-02,-3.6457413355e+00,4.7132733677e-01,1.8714895426e+00,-2.7736717745e+03,2.9990756725e-02,-2.7736417837e+03,-9.9564641154e-06,1.3013113321e-04,-1.0847648140e+00,-1.0612856835e+00,2.3479130520e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
417,4.1700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7734133147e+03,4.8482849282e-01,4.7644966659e-01,2.5428110093e-02,-3.6461430286e+00,4.7157087970e-01,1.8715489700e+00,-2.7734133147e+03,2.9736175678e-02,-2.7733835785e+03,-9.9343157236e-06,1.3012074735e-04,-1.0845463461e+00,-1.0610482584e+00,2.3498087639e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
418,4.1800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7731541090e+03,4.8495861357e-01,4.7643066477e-01,2.5418175777e-02,-3.6465439809e+00,4.7181441089e-01,1.8716078860e+00,-2.7731541090e+03,2.9481602855e-02,-2.7731246274e+03,-9.9127368402e-06,1.3011035530e-04,-1.0843282655e+00,-1.0608113026e+00,2.3516962890e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
419,4.1900000000e-02,1.0000000000e-04,466040,50,54,56,-2.7728941326e+03,4.8508872392e-01,4.7641174487e-01,2.5408263040e-02,-3.6469442143e+00,4.7205793026e-01,1.8716662908e+00,-2.7728941326e+03,2.9227038374e-02,-2.7728649055e+03,-9.8918213417e-06,1.3009979996e-04,-1.0841105609e+00,-1.0605748044e+00,2.3535756563e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
420,4.2000000000e-02,1.0000000000e-04,429176,46,54,56,-2.7726333556e+03,4.8521882372e-01,4.7639290661e-01,2.5398371219e-02,-3.6473437549e+00,4.7230143744e-01,1.8717241845e+00,-2.7726333556e+03,2.8972482661e-02,-2.7726043832e+03,-9.8716595231e-06,1.3008929699e-04,-1.0838932188e+00,-1.0603387498e+00,2.3554468945e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
421,4.2100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7723717436e+03,4.8534891302e-01,4.7637414969e-01,2.5388499559e-02,-3.6477426323e+00,4.7254493246e-01,1.8717815670e+00,-2.7723717436e+03,2.8717935720e-02,-2.7723430257e+03,-9.8523369356e-06,1.3007858432e-04,-1.0836762236e+00,-1.0601031233e+00,2.3573100329e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
422,4.2200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7721092571e+03,4.8547899161e-01,4.7635547382e-01,2.5378647222e-02,-3.6481408795e+00,4.7278841486e-01,1.8718384386e+00,-2.7721092571e+03,2.8463398068e-02,-2.7720807937e+03,-9.8339347884e-06,1.3006780929e-04,-1.0834595582e+00,-1.0598679072e+00,2.3591651006e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
423,4.2300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7718458525e+03,4.8560905942e-01,4.7633687870e-01,2.5368813288e-02,-3.6485385331e+00,4.7303188446e-01,1.8718947991e+00,-2.7718458525e+03,2.8208869933e-02,-2.7718176436e+03,-9.8165292777e-06,1.3005701719e-04,-1.0832432035e+00,-1.0596330822e+00,2.3610121273e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
424,4.2400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7715814818e+03,4.8573911643e-01,4.7631836404e-01,2.5358996758e-02,-3.6489356326e+00,4.7327534115e-01,1.8719506488e+00,-2.7715814818e+03,2.7954351456e-02,-2.7715535275e+03,-9.8001912573e-06,1.3004621481e-04,-1.0830271387e+00,-1.0593986273e+00,2.3628511427e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
425,4.2500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7713160936e+03,4.8586916265e-01,4.7629992954e-01,2.5349196567e-02,-3.6493322206e+00,4.7351878485e-01,1.8720059877e+00,-2.7713160936e+03,2.7699842763e-02,-2.7712883937e+03,-9.7849860900e-06,1.3003539091e-04,-1.0828113417e+00,-1.0591645199e+00,2.3646821771e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
426,4.2600000000e-02,1.0000000000e-04,520950,56,50,54,-2.7710496324e+03,4.8599919804e-01,4.7628157489e-01,2.5339411581e-02,-3.6497283423e+00,4.7376221545e-01,1.8720608159e+00,-2.7710496324e+03,2.7445344002e-02,-2.7710221871e+03,-9.7709735227e-06,1.3002455920e-04,-1.0825957887e+00,-1.0589307361e+00,2.3665052612e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
427,4.2700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7707820398e+03,4.8612922260e-01,4.7626329978e-01,2.5329640607e-02,-3.6501240454e+00,4.7400563287e-01,1.8721151335e+00,-2.7707820398e+03,2.7190855295e-02,-2.7707548489e+03,-9.7582075271e-06,1.3001370771e-04,-1.0823804547e+00,-1.0586972505e+00,2.3683204257e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
428,4.2800000000e-02,1.0000000000e-04,502520,54,50,56,-2.7705132541e+03,4.8625923630e-01,4.7624510389e-01,2.5319882400e-02,-3.6505193799e+00,4.7424903700e-01,1.8721689407e+00,-2.7705132541e+03,2.6936376788e-02,-2.7704863177e+03,-9.7467362194e-06,1.3000285636e-04,-1.0821653135e+00,-1.0584640365e+00,2.3701277023e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
429,4.2900000000e-02,1.0000000000e-04,520950,56,50,54,-2.7702432112e+03,4.8638923916e-01,4.7622698691e-01,2.5310135664e-02,-3.6509143979e+00,4.7449242778e-01,1.8722222374e+00,-2.7702432112e+03,2.6681908585e-02,-2.7702165293e+03,-9.7366017714e-06,1.2999188577e-04,-1.0819503378e+00,-1.0582310666e+00,2.3719271228e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
430,4.3000000000e-02,1.0000000000e-04,429176,46,54,56,-2.7699718442e+03,4.8651923105e-01,4.7620894852e-01,2.5300399062e-02,-3.6513091531e+00,4.7473580492e-01,1.8722750238e+00,-2.7699718442e+03,2.6427451027e-02,-2.7699454168e+03,-9.7278404735e-06,1.2998084165e-04,-1.0817354993e+00,-1.0579983121e+00,2.3737187196e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
431,4.3100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7696990846e+03,4.8664921189e-01,4.7619098838e-01,2.5290671221e-02,-3.6517037009e+00,4.7497916821e-01,1.8723273000e+00,-2.7696990846e+03,2.6173004363e-02,-2.7696729116e+03,-9.7204826035e-06,1.2996994927e-04,-1.0815207690e+00,-1.0577657437e+00,2.3755025255e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
432,4.3200000000e-02,1.0000000000e-04,429176,46,54,56,-2.7694248619e+03,4.8677918184e-01,4.7617310616e-01,2.5280950739e-02,-3.6520980980e+00,4.7522251786e-01,1.8723790661e+00,-2.7694248619e+03,2.5918568404e-02,-2.7693989434e+03,-9.7145522584e-06,1.2995907624e-04,-1.0813061169e+00,-1.0575333312e+00,2.3772785742e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
433,4.3300000000e-02,1.0000000000e-04,502136,54,46,56,-2.7691491043e+03,4.8690914091e-01,4.7615530152e-01,2.5271236187e-02,-3.6524924020e+00,4.7546585385e-01,1.8724303222e+00,-2.7691491043e+03,2.5664143216e-02,-2.7691234402e+03,-9.7100674940e-06,1.2994816528e-04,-1.0810915128e+00,-1.0573010438e+00,2.3790468995e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
434,4.3400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7688717388e+03,4.8703908908e-01,4.7613757411e-01,2.5261526119e-02,-3.6528866716e+00,4.7570917604e-01,1.8724810684e+00,-2.7688717388e+03,2.5409728980e-02,-2.7688463290e+03,-9.7070403051e-06,1.2993716741e-04,-1.0808769258e+00,-1.0570688504e+00,2.3808075360e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
435,4.3500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7685926915e+03,4.8716902625e-01,4.7611992359e-01,2.5251819079e-02,-3.6532809658e+00,4.7595248419e-01,1.8725313048e+00,-2.7685926915e+03,2.5155325972e-02,-2.7685675362e+03,-9.7054766843e-06,1.2992607743e-04,-1.0806623247e+00,-1.0568367195e+00,2.3825605189e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
436,4.3600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7683118883e+03,4.8729895232e-01,4.7610234959e-01,2.5242113602e-02,-3.6536753442e+00,4.7619577807e-01,1.8725810315e+00,-2.7683118883e+03,2.4900934479e-02,-2.7682869873e+03,-9.7053766804e-06,1.2991492656e-04,-1.0804476782e+00,-1.0566046193e+00,2.3843058839e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
437,4.3700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7680292546e+03,4.8742886725e-01,4.7608485175e-01,2.5232408225e-02,-3.6540698662e+00,4.7643905750e-01,1.8726302486e+00,-2.7680292546e+03,2.4646554726e-02,-2.7680046081e+03,-9.7067343477e-06,1.2990369685e-04,-1.0802329548e+00,-1.0563725182e+00,2.3860436674e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
438,4.3800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7677447164e+03,4.8755877095e-01,4.7606742970e-01,2.5222701491e-02,-3.6544645913e+00,4.7668232227e-01,1.8726789560e+00,-2.7677447164e+03,2.4392186972e-02,-2.7677203242e+03,-9.7095378442e-06,1.2989238904e-04,-1.0800181233e+00,-1.0561403842e+00,2.3877739062e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
