step,time_code,dt,max_abs_dgbulk_idx,max_abs_dgbulk_i,max_abs_dgbulk_j,max_abs_dgbulk_k,max_abs_dgbulk_value,eta_before,phi_before,xB_before,Y_before,h_eta,hp_eta,eta_rhs_bulk,eta_rhs_double_well,eta_rhs_total,dxB,deta,phi_rhs_chem_at_loc,phi_rhs_total_at_loc,phi_rhs_dw_at_loc,region_class,is_eta_interface,is_far_field_like,is_phi_nonzero,eta_peak_idx,eta_peak_i,eta_peak_j,eta_peak_k,eta_peak_value
439,4.3900000000e-02,1.0000000000e-04,466040,50,54,56,-2.7674581998e+03,4.8768866334e-01,4.7605008307e-01,2.5212991953e-02,-3.6548595785e+00,4.7692557215e-01,1.8727271540e+00,-2.7674581998e+03,2.4137831476e-02,-2.7674340620e+03,-9.7137694838e-06,1.2988098717e-04,-1.0798031524e+00,-1.0559081860e+00,2.3894966379e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
440,4.4000000000e-02,1.0000000000e-04,466040,50,54,56,-2.7671696320e+03,4.8781854432e-01,4.7603281148e-01,2.5203278184e-02,-3.6552548861e+00,4.7716880690e-01,1.8727748426e+00,-2.7671696320e+03,2.3883488529e-02,-2.7671457485e+03,-9.7194058131e-06,1.2986949151e-04,-1.0795880112e+00,-1.0556758922e+00,2.3912119005e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
441,4.4100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7668789411e+03,4.8794841382e-01,4.7601561453e-01,2.5193558778e-02,-3.6556505717e+00,4.7741202628e-01,1.8728220219e+00,-2.7668789411e+03,2.3629158420e-02,-2.7668553120e+03,-9.7264176866e-06,1.2985790444e-04,-1.0793726694e+00,-1.0554434720e+00,2.3929197328e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
442,4.4200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7665860569e+03,4.8807827172e-01,4.7599849184e-01,2.5183832360e-02,-3.6560466916e+00,4.7765523006e-01,1.8728686919e+00,-2.7665860569e+03,2.3374841433e-02,-2.7665626821e+03,-9.7347703354e-06,1.2984621430e-04,-1.0791570970e+00,-1.0552108952e+00,2.3946201739e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
443,4.4300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7662909107e+03,4.8820811793e-01,4.7598144300e-01,2.5174097590e-02,-3.6564433009e+00,4.7789841798e-01,1.8729148528e+00,-2.7662909107e+03,2.3120537877e-02,-2.7662677901e+03,-9.7444235365e-06,1.2983446706e-04,-1.0789412649e+00,-1.0549781322e+00,2.3963132638e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
444,4.4400000000e-02,1.0000000000e-04,502520,54,50,56,-2.7659934358e+03,4.8833795240e-01,4.7596446761e-01,2.5164353166e-02,-3.6568404532e+00,4.7814158985e-01,1.8729605046e+00,-2.7659934358e+03,2.2866247967e-02,-2.7659705696e+03,-9.7553316258e-06,1.2982259305e-04,-1.0787251446e+00,-1.0547451542e+00,2.3979990426e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
445,4.4500000000e-02,1.0000000000e-04,502520,54,50,56,-2.7656935682e+03,4.8846777499e-01,4.7594756526e-01,2.5154597835e-02,-3.6572382002e+00,4.7838474537e-01,1.8730056474e+00,-2.7656935682e+03,2.2611972060e-02,-2.7656709562e+03,-9.7674436888e-06,1.2981053693e-04,-1.0785087088e+00,-1.0545119333e+00,2.3996775514e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
446,4.4600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7653912460e+03,4.8859758553e-01,4.7593073555e-01,2.5144830391e-02,-3.6576365916e+00,4.7862788414e-01,1.8730502813e+00,-2.7653912460e+03,2.2357710615e-02,-2.7653688883e+03,-9.7807037832e-06,1.2979837186e-04,-1.0782919309e+00,-1.0542784426e+00,2.4013488315e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
447,4.4700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7650864107e+03,4.8872738390e-01,4.7591397803e-01,2.5135049687e-02,-3.6580356749e+00,4.7887100589e-01,1.8730944063e+00,-2.7650864107e+03,2.2103463954e-02,-2.7650643072e+03,-9.7950508134e-06,1.2978554690e-04,-1.0780747858e+00,-1.0540446565e+00,2.4030129248e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
448,4.4800000000e-02,1.0000000000e-04,503090,54,56,50,-2.7647790063e+03,4.8885716945e-01,4.7589729231e-01,2.5125254636e-02,-3.6584354953e+00,4.7911410931e-01,1.8731380224e+00,-2.7647790063e+03,2.1849233473e-02,-2.7647571571e+03,-9.8104193153e-06,1.2977248559e-04,-1.0778572493e+00,-1.0538105505e+00,2.4046698735e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
449,4.4900000000e-02,1.0000000000e-04,502520,54,50,56,-2.7644689808e+03,4.8898694194e-01,4.7588067793e-01,2.5115444217e-02,-3.6588360953e+00,4.7935719389e-01,1.8731811296e+00,-2.7644689808e+03,2.1595019741e-02,-2.7644473858e+03,-9.8267392729e-06,1.2975946711e-04,-1.0776392987e+00,-1.0535761015e+00,2.4063197205e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
450,4.5000000000e-02,1.0000000000e-04,502520,54,50,56,-2.7641562857e+03,4.8911670140e-01,4.7586413448e-01,2.5105617478e-02,-3.6592375145e+00,4.7960025964e-01,1.8732237281e+00,-2.7641562857e+03,2.1340822780e-02,-2.7641349449e+03,-9.8439362594e-06,1.2974645360e-04,-1.0774209129e+00,-1.0533412878e+00,2.4079625088e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
451,4.5100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7638408767e+03,4.8924644786e-01,4.7584766152e-01,2.5095773542e-02,-3.6596397897e+00,4.7984330651e-01,1.8732658179e+00,-2.7638408767e+03,2.1086642686e-02,-2.7638197901e+03,-9.8619314486e-06,1.2973348129e-04,-1.0772020722e+00,-1.0531060894e+00,2.4095982820e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
452,4.5200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7635227136e+03,4.8937618134e-01,4.7583125860e-01,2.5085911610e-02,-3.6600429545e+00,4.8008633451e-01,1.8733073993e+00,-2.7635227136e+03,2.0832479484e-02,-2.7635018811e+03,-9.8806425879e-06,1.2972057113e-04,-1.0769827586e+00,-1.0528704878e+00,2.4112270839e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
453,4.5300000000e-02,1.0000000000e-04,503090,54,56,50,-2.7632017604e+03,4.8950590191e-01,4.7581492529e-01,2.5076030967e-02,-3.6604470391e+00,4.8032934369e-01,1.8733484724e+00,-2.7632017604e+03,2.0578333156e-02,-2.7631811820e+03,-9.8999848803e-06,1.2970760042e-04,-1.0767629558e+00,-1.0526344663e+00,2.4128489587e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
454,4.5400000000e-02,1.0000000000e-04,503090,54,56,50,-2.7628779857e+03,4.8963560951e-01,4.7579866113e-01,2.5066130983e-02,-3.6608520704e+00,4.8057233386e-01,1.8733890373e+00,-2.7628779857e+03,2.0324203927e-02,-2.7628576615e+03,-9.9198699376e-06,1.2969458333e-04,-1.0765426494e+00,-1.0523980099e+00,2.4144639506e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
455,4.5500000000e-02,1.0000000000e-04,502520,54,50,56,-2.7625513630e+03,4.8976530409e-01,4.7578246569e-01,2.5056211113e-02,-3.6612580715e+00,4.8081530487e-01,1.8734290942e+00,-2.7625513630e+03,2.0070091993e-02,-2.7625312929e+03,-9.9402064583e-06,1.2968148560e-04,-1.0763218267e+00,-1.0521611056e+00,2.4160721043e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
456,4.5600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7622218703e+03,4.8989498558e-01,4.7576633851e-01,2.5046270906e-02,-3.6616650621e+00,4.8105825651e-01,1.8734686431e+00,-2.7622218703e+03,1.9815997617e-02,-2.7622020543e+03,-9.9609007696e-06,1.2966827286e-04,-1.0761004770e+00,-1.0519237423e+00,2.4176734645e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
457,4.5700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7618894910e+03,4.9002465385e-01,4.7575027915e-01,2.5036310005e-02,-3.6620730579e+00,4.8130118849e-01,1.8735076841e+00,-2.7618894910e+03,1.9561921130e-02,-2.7618699291e+03,-9.9818573193e-06,1.2965491908e-04,-1.0758785917e+00,-1.0516859109e+00,2.4192680761e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
458,4.5800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7615542133e+03,4.9015430877e-01,4.7573428714e-01,2.5026328148e-02,-3.6624820708e+00,4.8154410048e-01,1.8735462174e+00,-2.7615542133e+03,1.9307862912e-02,-2.7615349055e+03,-1.0002979146e-05,1.2964142845e-04,-1.0756561642e+00,-1.0514476044e+00,2.4208559840e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
459,4.5900000000e-02,1.0000000000e-04,502136,54,46,56,-2.7612160310e+03,4.9028395020e-01,4.7571836205e-01,2.5016325169e-02,-3.6628921086e+00,4.8178699216e-01,1.8735842430e+00,-2.7612160310e+03,1.9053823338e-02,-2.7611969771e+03,-1.0024168292e-05,1.2962777795e-04,-1.0754331899e+00,-1.0512088176e+00,2.4224372331e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
460,4.6000000000e-02,1.0000000000e-04,466040,50,54,56,-2.7608749427e+03,4.9041357798e-01,4.7570250342e-01,2.5006301001e-02,-3.6633031753e+00,4.8202986316e-01,1.8736217611e+00,-2.7608749427e+03,1.8799802826e-02,-2.7608561429e+03,-1.0045326287e-05,1.2961394350e-04,-1.0752096665e+00,-1.0509695478e+00,2.4240118685e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
461,4.6100000000e-02,1.0000000000e-04,502520,54,50,56,-2.7605309529e+03,4.9054319192e-01,4.7568671080e-01,2.4996255674e-02,-3.6637152707e+00,4.8227271307e-01,1.8736587717e+00,-2.7605309529e+03,1.8545801841e-02,-2.7605124071e+03,-1.0066354676e-05,1.2960000785e-04,-1.0749855936e+00,-1.0507297942e+00,2.4255799350e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
462,4.6200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7601840710e+03,4.9067279193e-01,4.7567098375e-01,2.4986189320e-02,-3.6641283907e+00,4.8251554163e-01,1.8736952749e+00,-2.7601840710e+03,1.8291820685e-02,-2.7601657792e+03,-1.0087155397e-05,1.2958591942e-04,-1.0747609730e+00,-1.0504895582e+00,2.4271414774e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
463,4.6300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7598343121e+03,4.9080237785e-01,4.7565532180e-01,2.4976102164e-02,-3.6645425270e+00,4.8275834849e-01,1.8737312709e+00,-2.7598343121e+03,1.8037859765e-02,-2.7598162742e+03,-1.0107631352e-05,1.2957169491e-04,-1.0745358087e+00,-1.0502488433e+00,2.4286965402e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
464,4.6400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7594816963e+03,4.9093194954e-01,4.7563972453e-01,2.4965994533e-02,-3.6649576675e+00,4.8300113333e-01,1.8737667598e+00,-2.7594816963e+03,1.7783919450e-02,-2.7594639124e+03,-1.0127686890e-05,1.2955736342e-04,-1.0743101068e+00,-1.0500076551e+00,2.4302451679e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
465,4.6500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7591262491e+03,4.9106150691e-01,4.7562419148e-01,2.4955866846e-02,-3.6653737961e+00,4.8324389588e-01,1.8738017416e+00,-2.7591262491e+03,1.7530000057e-02,-2.7591087191e+03,-1.0147228354e-05,1.2954304995e-04,-1.0740838754e+00,-1.0497660013e+00,2.4317874046e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
466,4.6600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7587680013e+03,4.9119104996e-01,4.7560872222e-01,2.4945719618e-02,-3.6657908926e+00,4.8348663612e-01,1.8738362166e+00,-2.7587680013e+03,1.7276101653e-02,-2.7587507252e+03,-1.0166164378e-05,1.2952860421e-04,-1.0738571247e+00,-1.0495238918e+00,2.4333232940e-02,interface,1,0,1,428592,46,48,48,1.0000000000e+00
467,4.6700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7584069884e+03,4.9132057856e-01,4.7559331630e-01,2.4935553453e-02,-3.6662089332e+00,4.8372935371e-01,1.8738701849e+00,-2.7584069884e+03,1.7022224603e-02,-2.7583899662e+03,-1.0184406499e-05,1.2951384304e-04,-1.0736298670e+00,-1.0492813382e+00,2.4348528797e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
468,4.6800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7580432509e+03,4.9145009240e-01,4.7557797331e-01,2.4925369047e-02,-3.6666278906e+00,4.8397204801e-01,1.8739036465e+00,-2.7580432509e+03,1.6768369630e-02,-2.7580264825e+03,-1.0201869818e-05,1.2949876461e-04,-1.0734021164e+00,-1.0490383544e+00,2.4363762046e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
469,4.6900000000e-02,1.0000000000e-04,429176,46,54,56,-2.7576768340e+03,4.9157959117e-01,4.7556269281e-01,2.4915167177e-02,-3.6670477336e+00,4.8421471836e-01,1.8739366015e+00,-2.7576768340e+03,1.6514537461e-02,-2.7576603195e+03,-1.0218473092e-05,1.2948406790e-04,-1.0731738891e+00,-1.0487949559e+00,2.4378933114e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
470,4.7000000000e-02,1.0000000000e-04,429176,46,54,56,-2.7573077876e+03,4.9170907524e-01,4.7554747437e-01,2.4904948704e-02,-3.6674684279e+00,4.8445736540e-01,1.8739690503e+00,-2.7573077876e+03,1.6260727451e-02,-2.7572915269e+03,-1.0234139874e-05,1.2946928805e-04,-1.0729452027e+00,-1.0485511603e+00,2.4394042422e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
471,4.7100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7569361657e+03,4.9183854452e-01,4.7553231759e-01,2.4894714564e-02,-3.6678899358e+00,4.8469998891e-01,1.8740009928e+00,-2.7569361657e+03,1.6006939868e-02,-2.7569201587e+03,-1.0248798312e-05,1.2945432353e-04,-1.0727160769e+00,-1.0483069865e+00,2.4409090386e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
472,4.7200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7565620262e+03,4.9196799885e-01,4.7551722205e-01,2.4884465766e-02,-3.6683122167e+00,4.8494258848e-01,1.8740324292e+00,-2.7565620262e+03,1.5753175179e-02,-2.7565462731e+03,-1.0262381643e-05,1.2943915479e-04,-1.0724865329e+00,-1.0480624555e+00,2.4424077416e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
473,4.7300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7561854310e+03,4.9209743800e-01,4.7550218734e-01,2.4874203384e-02,-3.6687352271e+00,4.8518516366e-01,1.8740633597e+00,-2.7561854310e+03,1.5499433888e-02,-2.7561699316e+03,-1.0274828692e-05,1.2942381434e-04,-1.0722565933e+00,-1.0478175893e+00,2.4439003915e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
474,4.7400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7558064452e+03,4.9222686182e-01,4.7548721307e-01,2.4863928555e-02,-3.6691589209e+00,4.8542771406e-01,1.8740937844e+00,-2.7558064452e+03,1.5245716436e-02,-2.7557911994e+03,-1.0286084161e-05,1.2940828959e-04,-1.0720262821e+00,-1.0475724118e+00,2.4453870282e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
475,4.7500000000e-02,1.0000000000e-04,429176,46,54,56,-2.7554251370e+03,4.9235627011e-01,4.7547229884e-01,2.4853642471e-02,-3.6695832499e+00,4.8567023928e-01,1.8741237033e+00,-2.7554251370e+03,1.4992023289e-02,-2.7554101450e+03,-1.0296098911e-05,1.2939254754e-04,-1.0717956248e+00,-1.0473269478e+00,2.4468676907e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
476,4.7600000000e-02,1.0000000000e-04,429176,46,54,56,-2.7550415777e+03,4.9248566265e-01,4.7545744426e-01,2.4843346372e-02,-3.6700081634e+00,4.8591273883e-01,1.8741531167e+00,-2.7550415777e+03,1.4738354977e-02,-2.7550268393e+03,-1.0304830372e-05,1.2937668171e-04,-1.0715646476e+00,-1.0470812235e+00,2.4483424174e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
477,4.7700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7546558407e+03,4.9261503933e-01,4.7544264897e-01,2.4833041542e-02,-3.6704336091e+00,4.8615521241e-01,1.8741820246e+00,-2.7546558407e+03,1.4484711847e-02,-2.7546413560e+03,-1.0312242556e-05,1.2936072384e-04,-1.0713333782e+00,-1.0468352657e+00,2.4498112460e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
478,4.7800000000e-02,1.0000000000e-04,466040,50,54,56,-2.7542680019e+03,4.9274440006e-01,4.7542791259e-01,2.4822729299e-02,-3.6708595331e+00,4.8639765980e-01,1.8742104272e+00,-2.7542680019e+03,1.4231094184e-02,-2.7542537708e+03,-1.0318306261e-05,1.2934467260e-04,-1.0711018447e+00,-1.0465891026e+00,2.4512742134e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
479,4.7900000000e-02,1.0000000000e-04,466040,50,54,56,-2.7538781385e+03,4.9287374473e-01,4.7541323476e-01,2.4812410993e-02,-3.6712858802e+00,4.8664008074e-01,1.8742383247e+00,-2.7538781385e+03,1.3977502274e-02,-2.7538641610e+03,-1.0322999224e-05,1.2932850771e-04,-1.0708700762e+00,-1.0463427626e+00,2.4527313557e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
480,4.8000000000e-02,1.0000000000e-04,466040,50,54,56,-2.7534863294e+03,4.9300307324e-01,4.7539861512e-01,2.4802087994e-02,-3.6717125941e+00,4.8688247496e-01,1.8742657171e+00,-2.7534863294e+03,1.3723936444e-02,-2.7534726055e+03,-1.0326306200e-05,1.2931216690e-04,-1.0706381022e+00,-1.0460962751e+00,2.4541827082e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
481,4.8100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7530926543e+03,4.9313238541e-01,4.7538405332e-01,2.4791761688e-02,-3.6721396180e+00,4.8712484207e-01,1.8742926048e+00,-2.7530926543e+03,1.3470397143e-02,-2.7530791839e+03,-1.0328219235e-05,1.2929580401e-04,-1.0704059526e+00,-1.0458496695e+00,2.4556283056e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
482,4.8200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7526971934e+03,4.9326168121e-01,4.7536954903e-01,2.4781433469e-02,-3.6725668943e+00,4.8736718195e-01,1.8743189877e+00,-2.7526971934e+03,1.3216884519e-02,-2.7526839765e+03,-1.0328737331e-05,1.2927942132e-04,-1.0701736577e+00,-1.0456029759e+00,2.4570681816e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
483,4.8300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7523000273e+03,4.9339096063e-01,4.7535510192e-01,2.4771104731e-02,-3.6729943658e+00,4.8760949450e-01,1.8743448662e+00,-2.7523000273e+03,1.2963398714e-02,-2.7522870639e+03,-1.0327866588e-05,1.2926296790e-04,-1.0699412477e+00,-1.0453562240e+00,2.4585023691e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
484,4.8400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7519012361e+03,4.9352022360e-01,4.7534071167e-01,2.4760776865e-02,-3.6734219748e+00,4.8785177953e-01,1.8743702404e+00,-2.7519012361e+03,1.2709939971e-02,-2.7518885262e+03,-1.0325620190e-05,1.2924645041e-04,-1.0697087529e+00,-1.0451094439e+00,2.4599309003e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
485,4.8500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7515008996e+03,4.9364947005e-01,4.7532637795e-01,2.4750451244e-02,-3.6738496647e+00,4.8809403684e-01,1.8743951103e+00,-2.7515008996e+03,1.2456508518e-02,-2.7514884430e+03,-1.0322018146e-05,1.2922987233e-04,-1.0694762033e+00,-1.0448626652e+00,2.4613538064e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
486,4.8600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7510990963e+03,4.9377869992e-01,4.7531210047e-01,2.4740129226e-02,-3.6742773793e+00,4.8833626626e-01,1.8744194763e+00,-2.7510990963e+03,1.2203104578e-02,-2.7510868932e+03,-1.0317087128e-05,1.2921324772e-04,-1.0692436284e+00,-1.0446159172e+00,2.4627711180e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
487,4.8700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7506959036e+03,4.9390791317e-01,4.7529787893e-01,2.4729812139e-02,-3.6747050633e+00,4.8857846764e-01,1.8744433385e+00,-2.7506959036e+03,1.1949728346e-02,-2.7506839539e+03,-1.0310860159e-05,1.2919640973e-04,-1.0690110575e+00,-1.0443692289e+00,2.4641828649e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
488,4.8800000000e-02,1.0000000000e-04,502520,54,50,56,-2.7502913971e+03,4.9403710958e-01,4.7528371303e-01,2.4719501279e-02,-3.6751326630e+00,4.8882064050e-01,1.8744666970e+00,-2.7502913971e+03,1.1696380344e-02,-2.7502797008e+03,-1.0303375988e-05,1.2917943223e-04,-1.0687785190e+00,-1.0441226282e+00,2.4655890759e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
489,4.8900000000e-02,1.0000000000e-04,466040,50,54,56,-2.7498856503e+03,4.9416628901e-01,4.7526960250e-01,2.4709197903e-02,-3.6755601260e+00,4.8906278453e-01,1.8744895520e+00,-2.7498856503e+03,1.1443060949e-02,-2.7498742073e+03,-1.0294680581e-05,1.2916235804e-04,-1.0685460405e+00,-1.0438761427e+00,2.4669897791e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
490,4.9000000000e-02,1.0000000000e-04,466040,50,54,56,-2.7494787343e+03,4.9429545137e-01,4.7525554706e-01,2.4698903222e-02,-3.6759874018e+00,4.8930489947e-01,1.8745119036e+00,-2.7494787343e+03,1.1189770453e-02,-2.7494675445e+03,-1.0284825132e-05,1.2914519460e-04,-1.0683136488e+00,-1.0436297988e+00,2.4683850022e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
491,4.9100000000e-02,1.0000000000e-04,466040,50,54,56,-2.7490707174e+03,4.9442459656e-01,4.7524154644e-01,2.4688618397e-02,-3.6764144420e+00,4.8954698509e-01,1.8745337521e+00,-2.7490707174e+03,1.0936509135e-02,-2.7490597809e+03,-1.0273865955e-05,1.2912809573e-04,-1.0680813696e+00,-1.0433836219e+00,2.4697747716e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
492,4.9200000000e-02,1.0000000000e-04,466040,50,54,56,-2.7486616651e+03,4.9455372466e-01,4.7522760037e-01,2.4678344531e-02,-3.6768412002e+00,4.8978904144e-01,1.8745550977e+00,-2.7486616651e+03,1.0683276972e-02,-2.7486509818e+03,-1.0261864101e-05,1.2911100205e-04,-1.0678492273e+00,-1.0431376362e+00,2.4711591134e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
493,4.9300000000e-02,1.0000000000e-04,466040,50,54,56,-2.7482516394e+03,4.9468283566e-01,4.7521370862e-01,2.4668082667e-02,-3.6772676328e+00,4.9003106848e-01,1.8745759404e+00,-2.7482516394e+03,1.0430074056e-02,-2.7482412094e+03,-1.0248885117e-05,1.2909390593e-04,-1.0676172452e+00,-1.0428918647e+00,2.4725380530e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
494,4.9400000000e-02,1.0000000000e-04,466040,50,54,56,-2.7478406989e+03,4.9481192957e-01,4.7519987093e-01,2.4657833782e-02,-3.6776936987e+00,4.9027306613e-01,1.8745962806e+00,-2.7478406989e+03,1.0176900496e-02,-2.7478305220e+03,-1.0234998580e-05,1.2907675513e-04,-1.0673854450e+00,-1.0426463288e+00,2.4739116150e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
495,4.9500000000e-02,1.0000000000e-04,466040,50,54,56,-2.7474288982e+03,4.9494100632e-01,4.7518608706e-01,2.4647598784e-02,-3.6781193595e+00,4.9051503422e-01,1.8746161184e+00,-2.7474288982e+03,9.9237565007e-03,-2.7474189744e+03,-1.0220277781e-05,1.2905960973e-04,-1.0671538470e+00,-1.0424010488e+00,2.4752798234e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
496,4.9600000000e-02,1.0000000000e-04,466040,50,54,56,-2.7470162880e+03,4.9507006593e-01,4.7517235677e-01,2.4637378506e-02,-3.6785445801e+00,4.9075697270e-01,1.8746354540e+00,-2.7470162880e+03,9.6706421632e-03,-2.7470066174e+03,-1.0204799109e-05,1.2904244271e-04,-1.0669224701e+00,-1.0421560431e+00,2.4766427017e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
497,4.9700000000e-02,1.0000000000e-04,466040,50,54,56,-2.7466029149e+03,4.9519910838e-01,4.7515867983e-01,2.4627173707e-02,-3.6789693283e+00,4.9099888146e-01,1.8746542875e+00,-2.7466029149e+03,9.4175576285e-03,-2.7465934974e+03,-1.0188641652e-05,1.2902527676e-04,-1.0666913312e+00,-1.0419113285e+00,2.4780002728e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
498,4.9800000000e-02,1.0000000000e-04,502520,54,50,56,-2.7461888211e+03,4.9532813365e-01,4.7514505603e-01,2.4616985065e-02,-3.6793935752e+00,4.9124076043e-01,1.8746726193e+00,-2.7461888211e+03,9.1645029972e-03,-2.7461796566e+03,-1.0171886640e-05,1.2900806135e-04,-1.0664604458e+00,-1.0416669202e+00,2.4793525593e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
499,4.9900000000e-02,1.0000000000e-04,466040,50,54,56,-2.7457740442e+03,4.9545714171e-01,4.7513148513e-01,2.4606813178e-02,-3.6798172952e+00,4.9148260947e-01,1.8746904494e+00,-2.7457740442e+03,8.9114784690e-03,-2.7457651327e+03,-1.0154617089e-05,1.2899085295e-04,-1.0662298276e+00,-1.0414228317e+00,2.4806995830e-02,interface,1,0,1,419376,45,48,48,1.0000000000e+00
